source,name,primary_language,all_languages,classification,antipatterns,last_activity,stars_or_commits,forks,description
local:hyper-repos,jaffascript,Shell,"Shell Zig Idris V",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-09 09:36:28 +0100,31,0,"<!-- SPDX-License-Identifier: CC-BY-SA-4.0 SPDX-FileCopyrightText: 2025-2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac."
local:hyper-repos,januskey,Shell,"Shell Idris Rust Zig C",CLEAN,UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-07-09 09:38:02 +0100,211,0,"<!-- SPDX-License-Identifier: CC-BY-SA-4.0 SPDX-FileCopyrightText: 2025-2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac."
local:hyper-repos,jewell.nexus,Unknown,"Unknown",DONE,NONE,2026-07-08 07:18:28 +0100,4,0," "
local:hyper-repos,jonathanjewell.dev,Unknown,"Unknown",DONE,NONE,2026-06-29 23:56:53 +0100,2,0,""
local:hyper-repos,jtv-lang,Shell,"Shell Idris Julia Zig Rust ReScript JavaScript",MIGRATE,UNVERIFIED_RUST DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA,2026-07-06 23:37:07 +0100,174,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // SPDX-FileCopyrightText: 2025-2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac"
local:hyper-repos,jtv-poc,Python,"Python",KILL,NONE,2026-07-13 14:34:07 +0100,5,0,"# JtV (Julia the Viper) — proof-of-concept  JtV is a Harvard-architecture language enforced at the grammar level  with"
local:hyper-repos,julia-ecosystem,Shell,"Shell Julia Zig C Idris JavaScript",MIGRATE,NIF_WITHOUT_SNIF DIRECT_FFI_NO_HEXADECA,2026-06-27 12:15:44 +0100,100,0,"<!-- SPDX-License-Identifier: CC-BY-SA-4.0 SPDX-FileCopyrightText: 2025-2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac."
local:hyper-repos,julia-professional-registry,Idris,"Idris Shell Julia",DONE,NONE,2026-07-09 09:47:32 +0100,108,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // SPDX-FileCopyrightText: 2025-2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac"
local:hyper-repos,kaldor-iiot,ReScript,"ReScript JavaScript Idris Shell Julia C++ C Zig",MIGRATE,DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA VITE_DEBATE,2026-07-09 09:17:42 +0100,179,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // Copyright (c) Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> image:https://i"
local:hyper-repos,kategoria,Shell,"Shell Zig Idris",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-09 09:17:34 +0100,81,0,"<!-- SPDX-License-Identifier: CC-BY-SA-4.0 SPDX-FileCopyrightText: 2025-2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac."
local:hyper-repos,kea,Rust,"Rust Shell",CLEAN,UNVERIFIED_RUST,2026-07-09 09:45:59 +0100,95,0,"<!-- SPDX-License-Identifier: CC-BY-SA-4.0 SPDX-FileCopyrightText: 2025-2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac."
local:hyper-repos,kitchenspeak,Shell,"Shell Zig Idris V",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-09 09:17:48 +0100,26,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // Copyright (c) Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> = KitchenSpeak "
local:hyper-repos,knot-rider,Shell,"Shell Zig Idris V",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-09 11:33:13 +0100,9,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // Copyright (c) Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> // SPDX-FileCop"
local:hyper-repos,krl,Shell,"Shell Zig Idris",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-09 09:18:04 +0100,80,0,"<!-- SPDX-License-Identifier: CC-BY-SA-4.0 SPDX-FileCopyrightText: 2025-2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac."
local:hyper-repos,laminar,Shell,"Shell Idris Zig Elixir",DONE,NONE,2026-07-09 09:46:11 +0100,159,0,"image:https://img.shields.io/badge/License-MPL--2.0-blue.svg[License: PMPL-1.0 link="https://github.com/hyperpolymath/pa"
local:hyper-repos,laniakea,Idris,"Idris Elixir Shell TypeScript ReScript",MIGRATE,NIF_WITHOUT_SNIF DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA,2026-07-14 15:52:00 +0100,162,0,"<!-- SPDX-License-Identifier: CC-BY-SA-4.0 SPDX-FileCopyrightText: 2025-2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac."
local:hyper-repos,launch-scaffolder,Shell,"Shell Rust",CLEAN,UNVERIFIED_RUST,2026-06-27 12:19:41 +0100,45,0,"<!-- SPDX-License-Identifier: CC-BY-SA-4.0 SPDX-FileCopyrightText: 2025-2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac."
local:hyper-repos,lcb-website,Shell,"Shell PHP JavaScript TypeScript Julia",MIGRATE,DENO_NOT_BUN,2026-07-09 09:18:18 +0100,155,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // SPDX-FileCopyrightText: 2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> "
local:hyper-repos,lfs-shared,Unknown,"Unknown",DONE,NONE,2026-07-01 23:28:13 +0100,6,0,""
local:hyper-repos,linguist,Ruby,"Ruby C Perl Go Objective-C JavaScript Lua Python Java C++ C# PHP Shell Nix",MIGRATE,DENO_NOT_BUN NODE_NOT_BUN DIRECT_FFI_NO_HEXADECA NIX_PRESENT,2026-05-22 14:52:15 +0100,6919,0,"// SPDX-License-Identifier: MIT // (Original project: MIT license; hyperpolymath fork/mirror)  = Linguist :toc: preamble"
local:hyper-repos,lithoglyphdb,Unknown,"Unknown",DONE,NONE,2026-06-24 18:32:51 +0100,5,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // SPDX-FileCopyrightText: 2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> "
local:hyper-repos,live-files,Shell,"Shell",DONE,NONE,2026-06-25 20:42:51 +0100,78,0,"<!-- SPDX-License-Identifier: CC-BY-SA-4.0 SPDX-FileCopyrightText: 2025-2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac."
local:hyper-repos,llm-grace,Shell,"Shell Zig Idris V",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-09 09:18:31 +0100,47,0,"<!-- SPDX-License-Identifier: CC-BY-SA-4.0 SPDX-FileCopyrightText: 2025-2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac."
local:hyper-repos,lua-filters,Lua,"Lua Shell Python",MIGRATE,NONE,2026-07-06 15:21:07 +0100,354,0,"# Lua Filters  [![Build status][CI badge]][GitHub Actions]  [CI badge]: https://img.shields.io/github/actions/workflow/s"
local:hyper-repos,lucidscript,Shell,"Shell Zig Idris V",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-09 09:31:25 +0100,31,0,"<!-- SPDX-License-Identifier: CC-BY-SA-4.0 SPDX-FileCopyrightText: 2025-2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac."
local:hyper-repos,maa-framework,Rust,"Rust Shell Zig",CLEAN,UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-07-09 09:46:21 +0100,228,0,"<!-- SPDX-License-Identifier: CC-BY-SA-4.0 SPDX-FileCopyrightText: 2025-2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac."
local:hyper-repos,manifesto,Shell,"Shell",DONE,NONE,2026-07-11 15:38:27 +0100,100,0,"<!-- SPDX-License-Identifier: CC-BY-SA-4.0 SPDX-FileCopyrightText: 2025-2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac."
local:hyper-repos,marches,Unknown,"Unknown",DONE,NONE,2026-07-13 14:22:30 +0100,4,0,"= marches :toc: macro  *Working name — provisional.* A march is a border region defined by its boundary law; renaming "
local:hyper-repos,me-dialect,JavaScript,"JavaScript ReScript Rust",MIGRATE,UNVERIFIED_RUST DENO_NOT_BUN,2026-06-25 19:36:52 +0100,31,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // Copyright (c) Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> = Me: A Program"
local:hyper-repos,megadog,Shell,"Shell",DONE,NONE,2026-06-27 16:46:10 +0100,148,0,"<!-- SPDX-License-Identifier: CC-BY-SA-4.0 SPDX-FileCopyrightText: 2025-2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac."
local:hyper-repos,metadata-grammar,Shell,"Shell Zig",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-09 09:18:25 +0100,99,0,"<!-- SPDX-License-Identifier: CC-BY-SA-4.0 SPDX-FileCopyrightText: 2025-2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac."
local:hyper-repos,methodologies,Shell,"Shell",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-09 09:46:29 +0100,66,0,"<!-- SPDX-License-Identifier: CC-BY-SA-4.0 SPDX-FileCopyrightText: 2025-2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac."
local:hyper-repos,misinformation-defence-platform,JavaScript,"JavaScript Rust ReScript Zig Shell",MIGRATE,UNVERIFIED_RUST DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA,2026-06-27 12:21:47 +0100,189,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 = Misinformation Defence Platform  image:https://img.shields.io/badge/License-M"
local:hyper-repos,modshells,Shell,"Shell",DONE,NONE,2026-07-09 09:46:47 +0100,116,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // Copyright (c) Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> = Modshells: Mo"
local:hyper-repos,multiterm,Rust,"Rust",CLEAN,UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-06-21 01:54:30 +0100,8,0,"<!-- SPDX-License-Identifier: MPL-2.0 SPDX-FileCopyrightText: 2026 Jonathan D.A. Jewell (hyperpolymath) -->  "
local:hyper-repos,my-lang,Shell,"Shell Rust Zig",CLEAN,DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA,2026-07-09 09:46:40 +0100,198,0,"<!-- SPDX-License-Identifier: CC-BY-SA-4.0 --> <!-- Owner: Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> --> <!-- Copyr"
local:hyper-repos,nafa-app,Shell,"Shell JavaScript TypeScript ReScript",MIGRATE,DENO_NOT_BUN,2026-07-09 09:18:37 +0100,205,0,"= NAFA :toc: :toc-placement: preamble :icons: font  "
local:hyper-repos,natsci-studio,Shell,"Shell Zig Idris V",CLEAN,NIF_WITHOUT_SNIF DIRECT_FFI_NO_HEXADECA,2026-07-09 09:18:43 +0100,75,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // Copyright (c) Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> // SPDX-FileCop"
local:hyper-repos,nesy-solver,Shell,"Shell JavaScript Zig Idris ReScript",MIGRATE,DENO_NOT_BUN,2026-07-09 09:18:51 +0100,55,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 = nesy-solver Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> :toc: :toc-placeme"
local:hyper-repos,network-ambulance,Shell,"Shell ReScript Rust JavaScript",MIGRATE,DENO_NOT_BUN VITE_DEBATE,2026-07-09 09:43:08 +0100,133,0,"= Network Ambulance :toc: :toclevels: 3 :icons: font :source-highlighter: rouge "
local:hyper-repos,network-dashboard,Shell,"Shell Elixir Haskell",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-09 09:42:18 +0100,111,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // SPDX-FileCopyrightText: 2025-2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac"
local:hyper-repos,neural-foundations,Shell,"Shell",DONE,NONE,2026-06-27 16:46:29 +0100,176,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // SPDX-FileCopyrightText: 2024-2025 hyperpolymath  = Neural Foundations  "
local:hyper-repos,neurophone,Shell,"Shell Java JavaScript Rust",MIGRATE,DENO_NOT_BUN,2026-07-10 09:36:37 +0100,278,0,"image:https://img.shields.io/badge/License-MPL--2.0-blue.svg[License: MPL-2.0 link="https://github.com/hyperpolymath/neu"
local:hyper-repos,nexia-list,ReScript,"ReScript JavaScript Shell Rust",MIGRATE,UNVERIFIED_RUST DENO_NOT_BUN,2026-07-13 08:18:00 +0100,108,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // Owner: Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> = Nexia-List :toc: mac"
local:hyper-repos,nexia-list.wiki,Unknown,"Unknown",DONE,NONE,2026-07-15 19:19:36 +0100,2,0,""
local:hyper-repos,nextgen-databases,Julia,"Julia Idris Zig Shell Erlang JavaScript ReScript TypeScript Rust Elixir C PHP",MIGRATE,UNVERIFIED_RUST DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA VITE_DEBATE,2026-07-09 09:43:15 +0100,271,0,"= Next-Generation Databases — Research Overview  == Overview  This repository contains experimental database systems b"
local:hyper-repos,nextgen-language-evangeliser,JavaScript,"JavaScript Zig Idris Shell",MIGRATE,DENO_NOT_BUN,2026-07-09 09:19:11 +0100,145,0,"= Nextgen Languages Evangeliser  image:https://img.shields.io/badge/RSR-Bronze-CD7F32[RSR Bronze link=docs/RSR_COMPLIANC"
local:hyper-repos,nextgen-languages,Shell,"Shell Julia",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-11 14:42:47 +0100,393,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // Copyright (c) Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> = Next-Generati"
local:hyper-repos,nextgen-typing,Shell,"Shell",DONE,NONE,2026-07-09 09:19:01 +0100,91,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // Copyright (c) Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> = nextgen-typin"
local:hyper-repos,nickel-augmentation,Shell,"Shell",DONE,NONE,2026-07-12 15:05:57 +0100,98,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // Copyright (c) Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> = nickel-augmen"
local:hyper-repos,no-nonsense-nntps,Elixir,"Elixir ReScript Zig Shell",MIGRATE,DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA,2026-07-09 09:43:26 +0100,107,0,"= No-Nonsense NNTPS :toc: :toclevels: 3 :sectnums:  "
local:hyper-repos,not-so-serious-software,Unknown,"Unknown",DONE,NONE,2026-06-27 12:12:20 +0100,24,0,"<!-- SPDX-License-Identifier: CC-BY-SA-4.0 SPDX-FileCopyrightText: 2025-2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac."
local:hyper-repos,oblibeny,Shell,"Shell Idris Zig",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-11 11:34:46 +0100,149,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 = Oblíbený image:https://img.shields.io/badge/OpenSSF-Best_Practices-green?lo"
local:hyper-repos,ochrance,Idris,"Idris Shell Zig C",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-10 09:37:33 +0100,154,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // Copyright (c) Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> = Ochránce ima"
local:hyper-repos,ochrance-framework,Shell,"Shell Idris C",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-09 09:43:35 +0100,100,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // Copyright (c) Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> [WARNING] ==== "
local:hyper-repos,odds-and-sods-package-manager,Elixir,"Elixir Rust Shell Zig Idris Julia Python ReScript",MIGRATE,UNVERIFIED_RUST DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA,2026-07-12 21:00:07 +0100,306,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // Copyright (c) Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> = OPSM (Odds an"
local:hyper-repos,oikosbot,Shell,"Shell Perl Rust Haskell",MIGRATE,UNVERIFIED_RUST,2026-07-10 18:09:23 +0100,209,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // SPDX-FileCopyrightText: 2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> "
local:hyper-repos,oikos-economics-accounting-dsl,Shell,"Shell Rust",CLEAN,UNVERIFIED_RUST,2026-07-11 07:24:56 +0100,192,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // Copyright (c) Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> // SPDX-FileCop"
local:hyper-repos,outpost,Shell,"Shell",DONE,NONE,2026-07-14 15:50:48 +0100,4,0,"<!-- SPDX-License-Identifier: CC-BY-SA-4.0 --> # outpost — a network community outpost on a Raspberry Pi  A small  rep"
local:hyper-repos,paint-queue,Shell,"Shell Zig Idris V Rust",CLEAN,UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-07-07 19:25:58 +0100,27,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // Copyright (c) Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> // SPDX-FileCop"
local:hyper-repos,paint-type,Shell,"Shell Rust JavaScript Zig Idris V Java",MIGRATE,UNVERIFIED_RUST DENO_NOT_BUN,2026-07-10 16:15:50 +0100,85,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 = paint.type :toc: left :toc-title: Contents :toclevels: 2 "
local:hyper-repos,palimpsest-license,Shell,"Shell Haskell Julia Rust Ruby PHP Elixir",MIGRATE,UNVERIFIED_RUST DENO_NOT_BUN,2026-07-09 09:21:33 +0100,465,0,"// SPDX-License-Identifier: MPL-2.0 // Copyright (c) Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> = Palimpsest-MPL Lic"
local:hyper-repos,pandoc-a2ml,Shell,"Shell Lua Zig",MIGRATE,DIRECT_FFI_NO_HEXADECA,2026-07-09 09:09:36 +0100,69,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 = pandoc-a2ml Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> :toc: :toc-placeme"
local:hyper-repos,pandoc-k9,Shell,"Shell Zig Lua",MIGRATE,DIRECT_FFI_NO_HEXADECA,2026-07-09 09:09:22 +0100,59,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 = pandoc-k9 Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> :toc: :toc-placement"
local:hyper-repos,panic-attack,Shell,"Shell Rust Idris Julia Zig",CLEAN,UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-07-09 09:44:13 +0100,308,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // SPDX-FileCopyrightText: 2025-2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac"
local:hyper-repos,panll,JavaScript,"JavaScript Shell ReScript",MIGRATE,DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA NIX_PRESENT,2026-07-09 09:21:40 +0100,370,0,"// SPDX-License-Identifier: CC-BY-SA-4.0  = PanLL eNSAID :toc: :toc-placement: preamble "
local:hyper-repos,panoply,Shell,"Shell Zig Idris V",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-09 09:09:08 +0100,21,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // Copyright (c) Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> // SPDX-FileCop"
local:hyper-repos,patallm-gallery,Rust,"Rust Shell Haskell ReScript Julia Zig JavaScript Elixir Idris",MIGRATE,NIF_WITHOUT_SNIF UNVERIFIED_RUST DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA,2026-07-09 09:44:17 +0100,208,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // Copyright (c) Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> image:https://i"
local:hyper-repos,patch-bridge,Shell,"Shell Rust Zig Idris",CLEAN,NIF_WITHOUT_SNIF UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-07-01 22:38:42 +0100,63,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 = Patch Bridge Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> :toc: macro  "
local:hyper-repos,phantom-metal-taste,Julia,"Julia ReScript Rust Shell",MIGRATE,UNVERIFIED_RUST DENO_NOT_BUN,2026-07-11 07:25:01 +0100,62,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // Copyright (c) Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> = Phantom Metal"
local:hyper-repos,php-aegis,Shell,"Shell PHP",MIGRATE,NONE,2026-07-09 09:08:55 +0100,163,0,"= php-aegis  image:https://img.shields.io/badge/License-MPL--2.0-blue.svg[License: MPL-2.0 link="https://www.mozilla.org"
local:hyper-repos,phronesis,Shell,"Shell Elixir Idris Rust V",CLEAN,NIF_WITHOUT_SNIF UNVERIFIED_RUST DENO_NOT_BUN,2026-07-09 09:07:01 +0100,118,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // Copyright (c) Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> = Phronesis: To"
local:hyper-repos,pimcore-fortress,Shell,"Shell PHP Idris Zig",MIGRATE,DIRECT_FFI_NO_HEXADECA,2026-07-10 09:37:52 +0100,97,0,"= Pimcore Fortress :author: Jonathan D.A. Jewell :email: j.d.a.jewell@open.ac.uk :license: PMPL-1.0-or-later :toc: left "
local:hyper-repos,plasma,Rust,"Rust Shell Elixir",CLEAN,UNVERIFIED_RUST,2026-07-14 15:52:32 +0100,139,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // Copyright (c) Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> = Palimpsest Pl"
local:hyper-repos,polyglot-formalisms-elixir,Elixir,"Elixir Shell",DONE,NONE,2026-07-06 23:34:11 +0100,84,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // SPDX-FileCopyrightText: 2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> "
local:hyper-repos,polyglot-formalisms-gleam,Shell,"Shell",DONE,NONE,2026-07-09 09:44:20 +0100,93,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // SPDX-FileCopyrightText: 2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> "
local:hyper-repos,polyglot-i18n,Shell,"Shell ReScript Rust JavaScript Julia TypeScript",MIGRATE,DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA,2026-07-09 09:08:32 +0100,891,0,"= polyglot-i18n  image:https://img.shields.io/badge/License-MPL_2.0-blue.svg[MPL-2.0-or-later link="https://opensource.o"
local:hyper-repos,poly-k8s-mcp,Shell,"Shell ReScript JavaScript Haskell",MIGRATE,DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA,2026-07-06 23:03:18 +0100,117,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // SPDX-FileCopyrightText: 2025-2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac"
local:hyper-repos,poly-observability-mcp,ReScript,"ReScript JavaScript Haskell",MIGRATE,DENO_NOT_BUN,2026-07-09 09:08:40 +0100,133,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // SPDX-FileCopyrightText: 2025-2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac"
local:hyper-repos,polysafe-gitfixer,Shell,"Shell Rust",CLEAN,UNVERIFIED_RUST,2026-07-11 07:25:13 +0100,157,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // Copyright (c) Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> image:https://i"
local:hyper-repos,polystack,Elixir,"Elixir TypeScript Shell Idris Zig ReScript JavaScript Rust Perl Python Haskell Nix",MIGRATE,DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA NIX_PRESENT,2026-05-26 14:46:46 +0100,74,0,"= Polystack [DEPRECATED] // SPDX-License-Identifier: PMPL-1.0-or-later  [IMPORTANT] ==== "
local:hyper-repos,pons,Unknown,"Unknown",DONE,NONE,2026-07-08 17:55:53 +0100,2,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 = pons :toc: preamble  *pons* — after the _pons asinorum_ (Euclid I.5  the "b"
local:hyper-repos,pow-the-game,Shell,"Shell Lua Idris Rust",MIGRATE,UNVERIFIED_RUST,2026-07-09 09:44:49 +0100,93,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // Copyright (c) Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> // SPDX-FileCop"
local:hyper-repos,preference-injector,ReScript,"ReScript Shell",MIGRATE,DENO_NOT_BUN,2026-07-11 00:03:30 +0100,171,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // Copyright (c) Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> // SPDX-FileCop"
local:hyper-repos,presswerk,Idris,"Idris Zig Shell Rust",CLEAN,UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-07-09 09:45:00 +0100,128,0,"= Presswerk :toc: :toc-placement!: :icons: font  "
local:hyper-repos,project-wharf,Rust,"Rust Shell PHP",MIGRATE,UNVERIFIED_RUST,2026-07-09 09:45:07 +0100,88,0,"image:https://img.shields.io/badge/OpenSSF-Best_Practices-green?logo=opensourcesecurity[OpenSSF Best Practices link="htt"
local:hyper-repos,proof-burrower,Shell,"Shell Rust TypeScript JavaScript Zig Julia ReScript",MIGRATE,DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA,2026-07-09 09:45:13 +0100,66,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // Copyright (c) Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> // SPDX-FileCop"
local:hyper-repos,proof-of-work,Shell,"Shell Rust Idris",CLEAN,UNVERIFIED_RUST,2026-07-09 09:45:20 +0100,244,0,"= proof-of-work  image:https://img.shields.io/badge/License-MPL--2.0-blue.svg[License: MPL-2.0 link="https://www.mozilla"
local:hyper-repos,protocol-squisher,Rust,"Rust Idris Python Shell Zig Elixir V ReScript",MIGRATE,NIF_WITHOUT_SNIF DIRECT_FFI_NO_HEXADECA,2026-07-09 09:45:26 +0100,326,0,"//// SPDX-License-Identifier: CC-BY-SA-4.0 SPDX-FileCopyrightText: 2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> C"
local:hyper-repos,proven,Idris,"Idris Shell TypeScript",MIGRATE,DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA NIX_PRESENT,2026-07-09 09:08:17 +0100,536,0,"// SPDX-License-Identifier: CC-BY-SA-4.0  = proven: Formally Verified Safety via Idris2 :toc: macro :toclevels: 2 "
local:hyper-repos,proven-servers,Idris,"Idris Zig C",CLEAN,NIF_WITHOUT_SNIF UNVERIFIED_RUST NODE_NOT_BUN,2026-07-12 21:00:18 +0100,215,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // Copyright (c) Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> = proven-server"
local:hyper-repos,proven-tests-and-benches,Idris,"Idris Shell",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-13 15:26:22 +0100,30,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // // Copyright (c) 2026 Jonathan D.A. Jewell (hyperpolymath) <jonathan.jewell@"
